title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
fair game 2010,2010,NULL,NULL,doug liman,etatsunis,6360,thriller,12298,117377,97897,11,199195,193,NULL,NULL,NULL,NULL,NULL,NULL,NULL
chili con carne,1999,c76b6170b936d094275c2f2afeed1c8c,https://www.allocine.fr/film/fichefilm_gen_cfilm=20606.html,thomas gilou,france,6180,comedie,-1,91298,-1,8,144013,-1,2.3,1.7,"[""Antoine de Caunes"", ""Valentina Vargas"", ""Gilbert Melki"", ""Jean-Yves Lafesse""]",-1,"[""francais""]",95358,0
gemma bovery,2014,c7c4040fce718649a9c892b79b202ced,https://www.allocine.fr/film/fichefilm_gen_cfilm=219715.html,anne fontaine,france,5940,comedie,37663,231154,179614,1,571268,353,3.4,3.3,"[""Gemma Arterton"", ""Fabrice Luchini"", ""Jason Flemyng"", ""Isabelle Candelier""]",-1,"[""anglais"", ""francais""]",133265,0
red sparrow,2018,c9bc10c0921c38fc5c3e7b41a23fb953,https://www.allocine.fr/film/fichefilm_gen_cfilm=223313.html,francis lawrence,etatsunis,8340,thriller,49867,331963,268324,3,827602,334,2.8,3.6,"[""Jennifer Lawrence"", ""Joel Edgerton"", ""Matthias Schoenaerts"", ""Charlotte Rampling""]",-1,"[""anglais""]",148015,0
un beau soleil interieur,2017,ca83fe8f03e41b78aab905cc0daf5c13,https://www.allocine.fr/film/fichefilm_gen_cfilm=253000.html,claire denis,france,5640,comedie dramatique,17362,130835,106344,6,241521,191,3.5,1.9,"[""Juliette Binoche"", ""Xavier Beauvois"", ""Nicolas Duvauchelle"", ""Paul Blain""]",-1,"[""francais""]",146341,1
to rome with love,2012,cb0b9323567844f680de4b2ac234caa6,https://www.allocine.fr/film/fichefilm_gen_cfilm=192634.html,woody allen,etatsunis,6660,comedie,39437,236378,197774,5,559784,410,2.6,2.8,"[""Woody Allen"", ""Alec Baldwin"", ""Roberto Benigni"", ""Penélope Cruz""]",-1,"[""anglais"", ""italien""]",133261,0
crying freeman,1996,NULL,NULL,christophe gans,france,6000,aventure action,-1,218686,-1,4,627579,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL
arthur et la guerre des deux mondes,2010,NULL,NULL,luc besson,france,6000,animation,142314,750950,703016,1,3127246,778,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les amours imaginaires,2010,cd995465c06701fa8766354153696384,https://www.allocine.fr/film/fichefilm_gen_cfilm=179786.html,xavier dolan,canada,5700,comedie dramatique,8644,60964,45854,10,134033,95,3.5,3.7,"[""Monia Chokri"", ""Niels Schneider"", ""Xavier Dolan"", ""Anne Dorval""]",-1,"[""francais""]",-1,0
harry potter et lordre du phenix,2007,ce07632a83056c50806de127a36a4ce6,https://www.allocine.fr/film/fichefilm_gen_cfilm=58608.html,david yates,etatsunis,8280,fantasy,720610,2486291,2013012,1,6224517,950,3.1,3.8,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Imelda Staunton""]",150000000,"[""anglais""]",118268,2
into the woods promenonsnous dans les bois,2014,cee8911bf83564af0466afe40cf064b8,https://www.allocine.fr/film/fichefilm_gen_cfilm=201517.html,rob marshall,etatsunis,7440,musical,14026,117984,103900,6,204614,178,2.9,2.2,"[""Meryl Streep"", ""James Corden"", ""Emily Blunt"", ""Anna Kendrick""]",50000000,"[""anglais""]",141421,0
la vie pour de vrai,2023,cf52e435211d1294ac84bdc59e005869,https://www.allocine.fr/film/fichefilm_gen_cfilm=297442.html,dany boon,france,6600,comedie,80254,423667,351479,3,802694,702,2.8,2.5,"[""Dany Boon"", ""Kad Merad"", ""Charlotte Gainsbourg"", ""Maxime Gasteuil""]",-1,"[""francais""]",157148,0
les pieds sur terre,2001,d043c03923040b92924a670a4f7404d4,https://www.allocine.fr/film/fichefilm_gen_cfilm=28948.html,chris weitz,etatsunis,5220,romance,-1,37173,30560,15,46832,-1,2.3,2.9,"[""Chris Rock"", ""Regina King"", ""Chazz Palminteri"", ""Eugene Levy""]",30000000,"[""anglais""]",102781,0
le parfum dyvonne,1994,d1727822d139ecb3514200a27eb1f9dd,https://www.allocine.fr/film/fichefilm_gen_cfilm=9466.html,patrice leconte,france,5340,romance,-1,49327,-1,10,158836,64,-1,2.5,"[""Hippolyte Girardot"", ""Jean-Pierre Marielle"", ""Sandra Majani"", ""Richard Bohringer""]",-1,"[""francais""]",-1,0
oliver twist,2005,d31dbad4e87d1273f9d842449c1f2797,https://www.allocine.fr/film/fichefilm_gen_cfilm=53969.html,roman polanski,france,7500,drame,44931,482752,336835,3,1513871,549,3.5,3.2,"[""Barney Clark"", ""Harry Eden"", ""Ben Kingsley"", ""Edward Hardwicke""]",45000000,"[""anglais""]",109207,0
blues brothers 2000,1998,d38514e9f8da78b4d0402f1ef71256f4,https://www.allocine.fr/film/fichefilm_gen_cfilm=7891.html,john landis,etatsunis,7380,comedie,-1,169885,-1,3,397051,272,-1,2.4,"[""Dan Aykroyd"", ""John Goodman"", ""Joe Morton"", ""James Brown""]",28000000,"[""anglais""]",94423,0
wonder wheel,2017,d3f0a852dc2820da5bf31b9f6ca7deae,https://www.allocine.fr/film/fichefilm_gen_cfilm=248372.html,woody allen,etatsunis,6060,comedie dramatique,20147,151321,120597,5,372660,264,3.4,3.3,"[""Kate Winslet"", ""James Belushi"", ""Justin Timberlake"", ""Juno Temple""]",-1,"[""anglais""]",148131,0
le sens de la fete,2017,NULL,NULL,nakache toledano,france,7020,comedie,110125,808544,657768,1,3020694,557,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les hommes de lombre,1996,d529d8aaec0bc60da51f41dea8be2898,https://www.allocine.fr/film/fichefilm_gen_cfilm=34694.html,lee tamahori,etatsunis,6420,thriller,-1,43591,-1,10,86306,56,-1,2.8,"[""William L. Petersen"", ""Kyle Chandler"", ""Melinda Clarke"", ""Titus Welliver""]",-1,"[""anglais""]",90556,0
dalida,2017,NULL,NULL,lisa azuelos,france,7440,drame,56238,346642,276234,2,770448,560,NULL,NULL,NULL,NULL,NULL,NULL,NULL
unstoppable 2010,2010,NULL,NULL,tony scott,etatsunis,6000,thriller,48348,349758,316175,4,566416,430,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la legende dhercule,2014,d7199f3665302e103ef3aefa70a541cc,https://www.allocine.fr/film/fichefilm_gen_cfilm=218303.html,renny harlin,etatsunis,5940,peplum,19210,151842,126844,9,235853,186,1.8,1.6,"[""Kellan Lutz"", ""Scott Adkins"", ""Liam McIntyre"", ""Liam Garrigan""]",70000000,"[""anglais""]",139321,0
le nouveau monde,2005,d7b695d32ccfe22ce3d01437f22fe45f,https://www.allocine.fr/film/fichefilm_gen_cfilm=56147.html,terrence malick,etatsunis,9000,aventure action,43785,315159,257968,5,672180,315,4.2,3.1,"[""Colin Farrell"", ""Christian Bale"", ""Q&#039;Orianka Kilcher"", ""Noah Taylor""]",30000000,"[""anglais""]",114407,0
tenet,2020,d839fc70595b74f0e3fdcb5de5074df9,https://www.allocine.fr/film/fichefilm_gen_cfilm=251315.html,christopher nolan,etatsunis,9000,science fiction,236390,948378,809601,1,2349310,678,3.6,3.6,"[""John David Washington"", ""Kenneth Branagh"", ""Robert Pattinson"", ""Elizabeth Debicki""]",-1,"[""anglais""]",153137,2
piege en haute mer,1992,d865535934e1638b504ab61a0de51e58,https://www.allocine.fr/film/fichefilm_gen_cfilm=4906.html,andrew davis,etatsunis,6000,aventure action,-1,358389,-1,2,1305889,251,-1,2.4,"[""Steven Seagal"", ""Tommy Lee Jones"", ""Troy Evans"", ""Patrick O&#039;Neal""]",35000000,"[""anglais""]",81595,0
on connait la chanson,1997,d8b5ff38e8d26507f0530ca534d5e88e,https://www.allocine.fr/film/fichefilm_gen_cfilm=9118.html,alain resnais,france,7200,comedie,-1,377587,-1,2,2649299,158,-1,3.4,"[""Sabine Azéma"", ""Pierre Arditi"", ""André Dussollier"", ""Lambert Wilson""]",-1,"[""francais""]",87716,8
nos jours heureux,2006,NULL,NULL,nakache toledano,france,6180,comedie,47521,252982,191846,1,1473273,368,NULL,NULL,NULL,NULL,NULL,NULL,NULL
joy 2015,2015,NULL,NULL,david o russell,etatsunis,7440,comedie dramatique,42000,236272,193385,6,512726,264,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le mytho,2011,NULL,NULL,dennis dugan,etatsunis,6600,romance,14707,126302,104770,7,250499,169,NULL,NULL,NULL,NULL,NULL,NULL,NULL
american pie,1999,d98f23ded731230d175227dad439cfab,https://www.allocine.fr/film/fichefilm_gen_cfilm=21608.html,chris weitz,etatsunis,5700,comedie,26565,203854,168303,4,2496606,368,3,2.9,"[""Jason Biggs"", ""Seann William Scott"", ""Chris Klein"", ""Thomas Ian Nicholas""]",11000000,"[""anglais""]",98216,0
mulholland drive,2001,da321e22cf39b8d592aa9869cd55566b,https://www.allocine.fr/film/fichefilm_gen_cfilm=28682.html,david lynch,etatsunis,8760,drame,22655,185438,146538,3,842579,186,4.7,3.9,"[""Naomi Watts"", ""Laura Harring"", ""Robert Forster"", ""Brent Briscoe""]",15000000,"[""anglais"", ""espagnol""]",103995,3
en liberte,2018,NULL,NULL,pierre salvadori,france,6480,comedie,61972,328195,285217,4,775491,360,NULL,NULL,NULL,NULL,NULL,NULL,NULL
valentin valentin,2015,NULL,NULL,pascal thomas,france,6360,comedie,4010,31507,22824,19,47296,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la chambre du fils,2001,db1b5b11a735bf26aeafa0def98cf05c,https://www.allocine.fr/film/fichefilm_gen_cfilm=28578.html,nanni moretti,italie,5700,drame,14849,75985,48190,4,799280,94,4.4,3.8,"[""Nanni Moretti"", ""Laura Morante"", ""Jasmine Trinca"", ""Giuseppe Sanfelice""]",-1,"[""italien""]",98806,1
singles,1992,db60828ddfa97e28543af1115441533c,https://www.allocine.fr/film/fichefilm_gen_cfilm=31307.html,cameron crowe,etatsunis,5940,drame,-1,54624,-1,5,195790,40,-1,3,"[""Bridget Fonda"", ""Matt Dillon"", ""Campbell Scott"", ""Kyra Sedgwick""]",-1,"[""anglais""]",81537,0
dolls,2003,NULL,NULL,takeshi kitano,japon,6780,drame,6911,52487,-1,13,182136,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
space cowboys,2000,dc7d2a6191417eeb262b8616aab70f92,https://www.allocine.fr/film/fichefilm_gen_cfilm=25639.html,clint eastwood,etatsunis,7800,aventure action,-1,321513,-1,1,962041,431,4,3.2,"[""Clint Eastwood"", ""Tommy Lee Jones"", ""Donald Sutherland"", ""James Garner""]",65000000000,"[""anglais""]",-1,0
tanguy le retour,2019,NULL,NULL,etienne chatiliez,france,5580,comedie,96731,486634,378338,1,1027447,622,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jeanchristopher winnie,2018,NULL,NULL,marc foster,etatsunis,6240,film familial,41601,228173,161408,10,424614,273,NULL,NULL,NULL,NULL,NULL,NULL,NULL
un une,2015,dd11959e33fd3914c23dc7804a4f6254,https://www.allocine.fr/film/fichefilm_gen_cfilm=228049.html,claude lelouch,france,6780,comedie,47714,325092,251111,3,920901,444,3.4,3.1,"[""Jean Dujardin"", ""Elsa Zylberstein"", ""Christopher Lambert"", ""Alice Pol""]",-1,"[""anglais"", ""francais""]",141522,0
la syndicaliste,2023,NULL,NULL,jeanpaul salome,france,7260,drame,30915,192422,153715,6,500162,472,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le brio,2017,df02d63d5335d477f00663de3c8b718b,https://www.allocine.fr/film/fichefilm_gen_cfilm=251711.html,yvan attal,france,5700,comedie,51965,412414,321880,2,1114497,407,3.5,3.8,"[""Camélia Jordana"", ""Daniel Auteuil"", ""Yasin Houicha"", ""Nozha Khouadra""]",-1,"[""francais""]",145108,2
life during wartime,2010,NULL,NULL,todd solondz,etatsunis,5880,comedie dramatique,2517,22187,18022,20,42942,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mon beaupere mes parents et moi,2004,df4994ffca59aa6e6e0303efcb14db7f,https://www.allocine.fr/film/fichefilm_gen_cfilm=28560.html,jay roach,etatsunis,6900,comedie,87629,751304,552933,2,1736524,599,3.1,3.1,"[""Robert De Niro"", ""Ben Stiller"", ""Teri Polo"", ""Blythe Danner""]",80000000,"[""anglais""]",111822,0
mission impossible iii,2006,NULL,NULL,jj abrams,etatsunis,7560,aventure action,120228,996860,784691,2,1918786,850,NULL,NULL,NULL,NULL,NULL,NULL,NULL
malavita,2013,dfabf6b76cd374f1cf97ff5cf307f31e,https://www.allocine.fr/film/fichefilm_gen_cfilm=207801.html,luc besson,france,6660,aventure action,78262,471021,364299,3,958586,460,2.3,2.8,"[""Robert De Niro"", ""Michelle Pfeiffer"", ""Tommy Lee Jones"", ""Dianna Agron""]",30000000,"[""anglais"", ""francais""]",129721,0
mal de pierres,2016,e0a726cccee1e85f3d20ad32fa285437,https://www.allocine.fr/film/fichefilm_gen_cfilm=221615.html,nicole garcia,france,6960,drame,33442,283843,211174,9,669856,335,3.5,3.5,"[""Marion Cotillard"", ""Louis Garrel"", ""Alex Brendemühl"", ""Brigitte Roüan""]",10300000,"[""francais"", ""espagnol""]",121806,0
la petite lili,2003,NULL,NULL,claude miller,france,6240,comedie,26834,188533,-1,6,577265,199,NULL,NULL,NULL,NULL,NULL,NULL,NULL
minority report,2002,e12ad46fc80e21aab1128b8a6573ce56,https://www.allocine.fr/film/fichefilm_gen_cfilm=34917.html,steven spielberg,etatsunis,8700,science fiction,140829,1100206,931997,1,3709488,705,4.4,4.1,"[""Tom Cruise"", ""Kathryn Morris"", ""Colin Farrell"", ""Samantha Morton""]",102000000,"[""anglais""]",105703,0
le transporteur 2,2005,NULL,NULL,louis leterrier,france,5220,aventure action,105225,440512,342936,2,1230444,510,NULL,NULL,NULL,NULL,NULL,NULL,NULL
all inclusive,2019,e163bbfb119fc1dadc0b0ee78b81f1da,https://www.allocine.fr/film/fichefilm_gen_cfilm=253174.html,fabien onteniente,france,5520,comedie,67282,407344,308014,6,814207,615,1.5,1.1,"[""Franck Dubosc"", ""François-Xavier Demaison"", ""Josiane Balasko"", ""Thierry Lhermitte""]",-1,"[""francais""]",148901,0
coluche lhistoire dun mec,2008,NULL,NULL,antoine de caunes,france,6180,comedie dramatique,50636,294041,245636,3,576620,481,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3 coeurs,2014,e2a8f85229dc44ffdb8026b730f503cd,https://www.allocine.fr/film/fichefilm_gen_cfilm=220258.html,benoit jacquot,france,6360,romance,25843,160854,126992,4,365336,245,3.6,2.6,"[""Benoît Poelvoorde"", ""Charlotte Gainsbourg"", ""Chiara Mastroianni"", ""Catherine Deneuve""]",-1,"[""chinois"", ""francais""]",128140,0
crazy amy,2015,e4236c40a97638c9ca79e4e044dd4580,https://www.allocine.fr/film/fichefilm_gen_cfilm=226887.html,judd apatow,etatsunis,7500,comedie,4068,39574,31889,13,59729,104,3.1,2.4,"[""Amy Schumer"", ""Bill Hader"", ""Brie Larson"", ""Vanessa Bayer""]",35000000,"[""anglais""]",143373,0
world trade center,2006,NULL,NULL,oliver stone,etatsunis,8100,drame,54277,391102,343581,1,778175,418,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bienvenue a marwen,2018,e541a4eb688a16ac9b46d7a8127cf344,https://www.allocine.fr/film/fichefilm_gen_cfilm=224929.html,robert zemeckis,etatsunis,6960,drame,11593,81779,69203,16,118974,233,3.8,3.6,"[""Steve Carell"", ""Leslie Mann"", ""Diane Kruger"", ""Merritt Wever""]",-1,"[""anglais"", ""allemand""]",150146,0
le cercle litteraire de guernesey,2018,e5eaa284ffaa104b8c0353676b3f3ffa,https://www.allocine.fr/film/fichefilm_gen_cfilm=196612.html,mike newell,grandebretagne,7380,romance,8436,61610,45663,7,173378,204,2.7,3.8,"[""Lily James"", ""Michiel Huisman"", ""Matthew Goode"", ""Jessica Brown Findlay""]",-1,"[""anglais"", ""allemand""]",148984,0
star wars le reveil de la force,2015,e782b57136bfc2a58c543748266e3d3a,https://www.allocine.fr/film/fichefilm_gen_cfilm=215097.html,jj abrams,etatsunis,8160,fantasy,619020,3801235,2705096,1,10507561,1093,4,3.6,"[""Daisy Ridley"", ""John Boyega"", ""Adam Driver"", ""Harrison Ford""]",-1,"[""anglais""]",143529,1
aquaman,2018,e7b51b1cea8b3eabfebb770deed11f51,https://www.allocine.fr/film/fichefilm_gen_cfilm=208692.html,james wan,etatsunis,8640,comicbook,150003,940003,766003,1,3271826,607,2.7,3.4,"[""Jason Momoa"", ""Amber Heard"", ""Willem Dafoe"", ""Patrick Wilson""]",160000000,"[""anglais""]",149924,0
basic,2003,e7fe5c1bef6e439247397fb5bcd3ec9b,https://www.allocine.fr/film/fichefilm_gen_cfilm=28603.html,john mctiernan,etatsunis,5880,aventure action,24792,167702,-1,4,306404,425,3,3.1,"[""John Travolta"", ""Samuel L. Jackson"", ""Connie Nielsen"", ""Giovanni Ribisi""]",50000000,"[""anglais""]",107902,0
profession profiler,2004,e83583e651a5f2690166d876e3ce99d5,https://www.allocine.fr/film/fichefilm_gen_cfilm=39801.html,renny harlin,etatsunis,6360,thriller,3989,31752,-1,15,112341,47,2.7,2.8,"[""Val Kilmer"", ""Christian Slater"", ""LL Cool J"", ""Eion Bailey""]",27000000,"[""anglais""]",113308,0
qui cest les plus forts,2015,NULL,NULL,charlotte de turckheim,france,6180,comedie,16249,77422,59350,6,165486,339,NULL,NULL,NULL,NULL,NULL,NULL,NULL
loin du paradis,2002,e83cf45b56f420cee9dbba2097b8b1c5,https://www.allocine.fr/film/fichefilm_gen_cfilm=42137.html,todd haynes,etatsunis,6420,drame,-1,113907,-1,11,406886,-1,4.4,3.5,"[""Julianne Moore"", ""Dennis Quaid"", ""Dennis Haysbert"", ""Patricia Clarkson""]",135000000,"[""anglais""]",-1,1
le petit blond de la casbah,2023,e85b61b2d29b54f9ad0a667e8ebd2d7b,https://www.allocine.fr/film/fichefilm_gen_cfilm=308737.html,alexandre arcady,france,7560,drame,10029,35283,28716,19,66428,110,2.5,3.5,"[""Léo Campion (II)"", ""Marie Gillain"", ""Christian Berkel"", ""Pascal Elbé""]",-1,"[""francais""]",157867,0
pirates des caraibes la malediction du black pearl,2003,e911f708183ab7ebbe93a12674abb674,https://www.allocine.fr/film/fichefilm_gen_cfilm=46117.html,gore verbinski,etatsunis,8400,aventure action,218186,1181208,905121,1,3864251,646,3.5,4.2,"[""Johnny Depp"", ""Geoffrey Rush"", ""Keira Knightley"", ""Orlando Bloom""]",140000000,"[""anglais""]",108377,1
hidalgo,2004,e9425401dd9d1ff806cc0a1b37ac2603,https://www.allocine.fr/film/fichefilm_gen_cfilm=42152.html,joe johnston,etatsunis,8160,aventure action,17805,136617,-1,3,264636,349,3.5,3,"[""Elizabeth Berridge"", ""Viggo Mortensen"", ""Omar Sharif"", ""Saïd Taghmaoui""]",100000000,"[""arabic"", ""anglais"", ""autre""]",109484,0
transformers lage de lextinction,2014,e94fc6a6b995e080cc56da11cc4c0530,https://www.allocine.fr/film/fichefilm_gen_cfilm=195228.html,michael bay,etatsunis,9960,aventure action,275776,1215124,983626,1,2343189,890,2.7,2.7,"[""Mark Wahlberg"", ""Stanley Tucci"", ""Nicola Peltz Beckham"", ""Jack Reynor""]",210000000,"[""anglais""]",139587,0
super 8,2011,e9f3bf54323fb0839f6fc3cd5536c37b,https://www.allocine.fr/film/fichefilm_gen_cfilm=181541.html,jj abrams,etatsunis,6720,science fiction,146402,734715,592651,2,1506877,522,3.8,3.7,"[""Kyle Chandler"", ""Joel Courtney"", ""Elle Fanning"", ""Riley Griffiths""]",45000000,"[""anglais""]",129834,2
harvey milk,2009,NULL,NULL,gus van sant,etatsunis,7680,drame,30747,235246,194882,6,664482,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les infideles,2012,eaa8c7e2d4c9dfa8acc26b0920afae4c,https://www.allocine.fr/film/fichefilm_gen_cfilm=191442.html,michel hazanavicius,france,6300,comedie,219403,1082028,900910,1,2301045,501,3.1,2.2,"[""Jean Dujardin"", ""Gilles Lellouche"", ""Alexandra Lamy"", ""Géraldine Nakache""]",-1,"[""francais""]",129723,0
le monde de nemo en 3d,2012,NULL,NULL,lee unkrich,etatsunis,6060,animation,11404,56546,55068,9,216344,252,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le secret des poignards volants,2004,NULL,NULL,zhang yimou,chine,7140,aventure action,25171,219629,186815,3,455137,259,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les gardiens de la galaxie,2014,NULL,NULL,james gunn,etatsunis,7260,science fiction,170370,873264,732378,2,2393763,677,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le saint,1997,NULL,NULL,philip noyce,etatsunis,6960,aventure action,-1,278546,-1,2,926901,327,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la chambre des merveilles,2023,eeabe06145f162cf55b3ca9d4078a09f,https://www.allocine.fr/film/fichefilm_gen_cfilm=287538.html,lisa azuelos,france,5880,drame,41356,298308,202171,5,547639,492,3.5,3.8,"[""Alexandra Lamy"", ""Muriel Robin"", ""Hugo Questel"", ""Xavier Lacaille""]",-1,"[""francais""]",151029,0
chute libre,1993,ef433e4f2af525bd20113a82a03c30ad,https://www.allocine.fr/film/fichefilm_gen_cfilm=28231.html,joel schumacher,etatsunis,6900,drame,-1,224405,-1,3,894155,198,-1,3.8,"[""Michael Douglas"", ""Robert Duvall"", ""Barbara Hershey"", ""Tuesday Weld""]",40903000000,"[""anglais""]",82894,0
tosca,2001,NULL,NULL,benoit jacquot,france,7140,musical,7247,68763,52741,15,261540,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mad city,1997,f0c10d52039358f32b53488ad8b7c237,https://www.allocine.fr/film/fichefilm_gen_cfilm=3852.html,costagavras,etatsunis,6780,drame,-1,176575,-1,6,347475,210,-1,3,"[""Dustin Hoffman"", ""John Travolta"", ""Mia Kirshner"", ""Alan Alda""]",50000000,"[""anglais""]",-1,0
mensonges et trahisons et plus si affinites,2004,NULL,NULL,laurent tirard,france,5400,comedie,40378,251378,201346,3,743201,265,NULL,NULL,NULL,NULL,NULL,NULL,NULL
hors datteinte,1998,f16dbd583761ac77481f50baed3d52a5,https://www.allocine.fr/film/fichefilm_gen_cfilm=17993.html,steven soderbergh,etatsunis,7320,thriller,-1,181957,-1,4,548495,173,4,3.1,"[""George Clooney"", ""Jennifer Lopez"", ""Ving Rhames"", ""Dennis Farina""]",48000000,"[""anglais""]",95574,0
van helsing,2004,f170bad9ff5c35d8beeccf03963bd743,https://www.allocine.fr/film/fichefilm_gen_cfilm=46370.html,stephen sommers,etatsunis,7800,fantasy,104779,774565,676963,1,1525561,746,2.3,2.6,"[""Hugh Jackman"", ""Kate Beckinsale"", ""Richard Roxburgh"", ""Will Kemp""]",-1,"[""anglais"", ""latin""]",110411,0
le president et miss wade,1995,f1b1baf5458f2a830b863c5c1d9310d2,https://www.allocine.fr/film/fichefilm_gen_cfilm=28257.html,rob reiner,etatsunis,6900,comedie,-1,101310,-1,6,216641,-1,-1,2.9,"[""Michael Douglas"", ""Annette Bening"", ""Martin Sheen"", ""Michael J. Fox""]",62000000,"[""anglais""]",88993,0
aladdin,1992,f37522a585eaadf7e02605a3d0360647,https://www.allocine.fr/film/fichefilm_gen_cfilm=8640.html,ron clements,etatsunis,5400,animation,119958,819474,-1,1,7280423,432,4.4,4.3,[],28000000,"[""anglais""]",82547,3
men women children,2014,f43e37a60e6d007efb4d459106e5c68f,https://www.allocine.fr/film/fichefilm_gen_cfilm=223753.html,jason reitman,etatsunis,6960,drame,2910,21894,17118,18,31730,87,2.3,3.2,"[""Ansel Elgort"", ""Jennifer Garner"", ""Adam Sandler"", ""Timothée Chalamet""]",-1,"[""anglais""]",140684,0
jeune jolie,2013,f4ffcf373e03fbc1857048aaa7729b60,https://www.allocine.fr/film/fichefilm_gen_cfilm=209525.html,francois ozon,france,5640,drame,46137,279414,215192,7,712767,296,3.7,3.3,"[""Marine Vacth"", ""Géraldine Pailhas"", ""Frédéric Pierrot"", ""Fantin Ravat""]",-1,"[""francais""]",134035,0
le dictateur rep 2002,2002,NULL,NULL,charles chaplin,etatsunis,7560,comedie,-1,71350,-1,11,239253,123,NULL,NULL,NULL,NULL,NULL,NULL,NULL
the green hornet 2011,2011,NULL,NULL,michel gondry,etatsunis,6480,aventure action,31572,276619,236792,3,734464,495,NULL,NULL,NULL,NULL,NULL,NULL,NULL
every thing will be fine,2015,NULL,NULL,win wenders,allemagne,6900,drame,4085,32241,25580,19,73734,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lodyssee de pi,2012,f761829f3e4ad8de0168147d8979e559,https://www.allocine.fr/film/fichefilm_gen_cfilm=54343.html,ang lee,etatsunis,7620,aventure action,65679,426112,323317,3,1594514,589,3.6,4,"[""Suraj Sharma"", ""Irrfan Khan"", ""Adil Hussain"", ""Tabu""]",100000000,"[""anglais""]",134617,7
le fantome de lopera,2004,f7fdcac6b3581730020b294e26ca2ba3,https://www.allocine.fr/film/fichefilm_gen_cfilm=52139.html,joel schumacher,etatsunis,8400,musical,11156,81562,-1,11,117251,317,2.7,2.6,"[""Gerard Butler"", ""Emmy Rossum"", ""Patrick Wilson"", ""Miranda Richardson""]",60000000,"[""anglais""]",111909,0
la nuit au musee,2006,NULL,NULL,shawn levy,etatsunis,6480,comedie,87230,694177,572412,1,2276017,676,NULL,NULL,NULL,NULL,NULL,NULL,NULL
no et moi,2010,NULL,NULL,zabou breitman,france,6300,drame,11181,103608,83132,9,214230,196,NULL,NULL,NULL,NULL,NULL,NULL,NULL
silence,2017,NULL,NULL,martin scorsese,etatsunis,9540,drame,20604,163009,128974,10,334050,202,NULL,NULL,NULL,NULL,NULL,NULL,NULL
constantine,2005,fb756a4fef69d2f9d256478605cdaa4e,https://www.allocine.fr/film/fichefilm_gen_cfilm=48082.html,francis lawrence,etatsunis,7260,comicbook,104702,555362,450427,3,1228248,491,2.5,3.2,"[""Keanu Reeves"", ""Rachel Weisz"", ""Djimon Hounsou"", ""Tilda Swinton""]",100000000,"[""anglais""]",112145,0
96 heures,2014,NULL,NULL,frederic schoendoerffer,france,5760,thriller,16123,107863,85323,14,150128,334,NULL,NULL,NULL,NULL,NULL,NULL,NULL
trance,2013,fc91c3f775dc0d9e00cce8a19685fa8f,https://www.allocine.fr/film/fichefilm_gen_cfilm=193485.html,danny boyle,grandebretagne,5700,thriller,25587,124297,104417,8,220875,195,2.9,3.7,"[""James McAvoy"", ""Vincent Cassel"", ""Rosario Dawson"", ""Danny Sapani""]",-1,"[""anglais""]",133660,0
horssaison,2024,fcbf769cc69f994edb822675f2464f67,https://www.allocine.fr/film/fichefilm_gen_cfilm=309546.html,stephane brize,france,6360,comedie dramatique,17757,114495,80989,6,114495,334,3.4,2.7,"[""Guillaume Canet"", ""Alba Rohrwacher"", ""Sharif Andoura"", ""Marie Drucker""]",-1,"[""francais""]",158573,0
le secret de brokeback mountain,2006,NULL,NULL,ang lee,etatsunis,8040,drame,37331,277516,227368,3,1342036,155,NULL,NULL,NULL,NULL,NULL,NULL,NULL
the artist,2011,fd529b16d3fb45ee807ef3db46583104,https://www.allocine.fr/film/fichefilm_gen_cfilm=183070.html,michel hazanavicius,france,6000,comedie dramatique,72521,443269,366162,1,3064827,295,4.1,4,"[""Jean Dujardin"", ""Bérénice Bejo"", ""John Goodman"", ""James Cromwell""]",12000000,"[""anglais"", ""francais""]",127108,54
lecole pour tous,2006,NULL,NULL,eric rochant,france,5820,comedie,17466,137261,112843,7,343435,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL
